Compound,Date,Negative,Neutral,Positive,Tweet,User
0.128,Fri Aug 24 03:03:52 +0000 2018,0.0,0.909,0.091,"Breaking News: Australia’s prime minister, Malcolm Turnbull, was ousted by his treasurer, Scott Morrison, a surpris… https://t.co/8AZmSQ4Obe",@nytimes
-0.0258,Fri Aug 24 03:02:04 +0000 2018,0.058,0.942,0.0,"3 men who took part in a white nationalist rally in Charlottesville, Virginia, last year were sentenced this week t… https://t.co/qH4VNVCtp9",@nytimes
-0.3612,Fri Aug 24 02:47:03 +0000 2018,0.122,0.878,0.0,RT @nytpolitics: President Trump’s tweet about South Africa’s plan to redistribute farmland was criticized for endorsing a common claim of…,@nytimes
-0.7717,Fri Aug 24 02:30:08 +0000 2018,0.309,0.691,0.0,"Steve Jobs' daughter, Lisa Brennan-Jobs, has written a devastating memoir with damning details about the Apple co-f… https://t.co/FZfUdUmfdj",@nytimes
-0.296,Fri Aug 24 02:17:03 +0000 2018,0.109,0.891,0.0,"RT @NYTHealth: Russian trolls accused of meddling in the 2016 election also polarized the vaccine debate, study says. https://t.co/ONjNCKTb…",@nytimes
-0.6705,Fri Aug 24 02:02:04 +0000 2018,0.282,0.718,0.0,The Manhattan district attorney’s office is considering pursuing criminal charges against the Trump Organization an… https://t.co/x91EmZ4erG,@nytimes
0.0,Fri Aug 24 01:47:01 +0000 2018,0.0,1.0,0.0,"A new musical about the Temptations will open on Broadway next spring, the latest in a series of shows using famili… https://t.co/Ps3QlAY93T",@nytimes
-0.6705,Fri Aug 24 01:34:01 +0000 2018,0.244,0.756,0.0,RT @cliffordlevy: Breaking: The Manhattan DA is considering pursuing criminal charges against the Trump Organization and 2 senior company o…,@nytimes
-0.6369,Fri Aug 24 01:32:06 +0000 2018,0.174,0.826,0.0,"“I followed my heart, not my head”: How Urban Meyer handled a domestic abuse case against an Ohio State assistant t… https://t.co/wmqTVp4BIE",@nytimes
-0.5994,Fri Aug 24 01:17:03 +0000 2018,0.231,0.769,0.0,RT @nytpolitics: Mollie Tibbetts’s death has become a focus for conservative politicians and media https://t.co/yjA38ZnrRH,@nytimes
0.0,Fri Aug 24 01:02:05 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/SJp7QBAEBP,@nytimes
0.0,Fri Aug 24 00:47:04 +0000 2018,0.0,1.0,0.0,"“I’m not a clone of my father."" Levi Sanders, son of Bernie Sanders, is running for Congress in New Hampshire. His… https://t.co/up0erdbbwS",@nytimes
-0.5574,Fri Aug 24 00:32:06 +0000 2018,0.235,0.765,0.0,Verizon throttled California firefighters’ internet speeds as they battled the Mendocino Complex Fire (they were ou… https://t.co/Vaeb0tSOyI,@nytimes
0.2023,Fri Aug 24 00:17:05 +0000 2018,0.11,0.748,0.142,"RT @nytvideo: Can the president be impeached now that Michael Cohen has pleaded guilty? @adamliptak , the Times's Supreme Court reporter, a…",@nytimes
-0.3182,Fri Aug 24 00:02:08 +0000 2018,0.133,0.867,0.0,British Airways and Air France said that they would suspend service to Tehran next month https://t.co/oxHPaSt2YV,@nytimes
0.0,Thu Aug 23 23:47:04 +0000 2018,0.0,1.0,0.0,"RT @nytopinion: Had Michael Cohen's secret $130,000 payment to Stormy Daniels been disclosed before the election, as the law requires, it m…",@nytimes
0.0,Thu Aug 23 23:32:06 +0000 2018,0.0,1.0,0.0,Italy wants the Frick Collection's most recent painting acquisition back and says its export license never should h… https://t.co/x3dI8I0lae,@nytimes
-0.4567,Thu Aug 23 23:18:06 +0000 2018,0.2,0.8,0.0,Breaking News: President Trump’s lawyers warned him not to consider pardons for former aides under investigation un… https://t.co/J8LMJ42yBV,@nytimes
0.6249,Thu Aug 23 23:02:05 +0000 2018,0.0,0.661,0.339,"13 great movies expiring from Netflix in September
https://t.co/UjLId3TPg7",@nytimes
0.0,Thu Aug 23 22:47:02 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/0p09w6OHHh,@nytimes
0.0,Thu Aug 23 22:32:04 +0000 2018,0.0,1.0,0.0,"Alice Allison Dunnigan, the first black woman reporter accredited to cover the White House, will get a statue at th… https://t.co/W90b0fDdVC",@nytimes
0.0,Thu Aug 23 22:17:01 +0000 2018,0.0,1.0,0.0,"RT @NYTmag: After just 18 months, Trump has “flipped” two circuits — the Sixth and Seventh — from liberal to conservative. Two more — the E…",@nytimes
-0.6369,Thu Aug 23 22:02:03 +0000 2018,0.245,0.755,0.0,A former Michigan State University gymnastics coach was charged with lying to the authorities about whether she was… https://t.co/vxdnT5cPkz,@nytimes
0.0,Thu Aug 23 21:47:02 +0000 2018,0.0,1.0,0.0,Here's how Turkish carpet merchants use the sun to get the right pastel tone https://t.co/wjj6CghAZA,@nytimes
-0.1027,Thu Aug 23 21:32:04 +0000 2018,0.147,0.733,0.12,7 new books recommended by critics and editors at The New York Times https://t.co/MIXZmxQ21v,@nytimes
0.6908,Thu Aug 23 21:15:05 +0000 2018,0.0,0.778,0.222,"RT @nytimesworld: “This is the police force we are proud of, the police force we want:"" authorities promote Argentine policewoman who breas…",@nytimes
-0.3818,Thu Aug 23 21:00:09 +0000 2018,0.315,0.543,0.141,"Tired: Planking

Wired: The InMyFeelings Challenge
https://t.co/O9GUxdHgmp",@nytimes
-0.0553,Thu Aug 23 20:45:06 +0000 2018,0.198,0.613,0.189,"""Bold, maybe a little brash; tender, maybe a little sentimental; difficult to work with yet desperate to please: Be… https://t.co/1ogBlcIjQx",@nytimes
0.0,Thu Aug 23 20:30:14 +0000 2018,0.0,1.0,0.0,"36 Hours in Thessaloniki: Greece’s second city is filled with remnants of its multilayered past, but sprinkled amon… https://t.co/oZrVRP7rS1",@nytimes
-0.7184,Fri Aug 24 15:15:44 +0000 2018,0.261,0.739,0.0,"US Republican senator John McCain is discontinuing treatment for an aggressive form of brain cancer, his family says https://t.co/vKpSPZfQ6T",@BBCBreaking
-0.0772,Fri Aug 24 02:56:55 +0000 2018,0.138,0.737,0.124,Scott Morrison is Australia's new PM after Malcolm Turnbull is forced out by party rivals - media reports https://t.co/50FBR7T5qd,@BBCBreaking
0.1027,Fri Aug 24 02:44:28 +0000 2018,0.11,0.762,0.129,Australia loses another PM to a party coup as Malcolm Turnbull is ousted by his rivals - media reports https://t.co/HtvOWXtChD,@BBCBreaking
-0.5994,Thu Aug 23 20:22:22 +0000 2018,0.17,0.83,0.0,Thomas Cook to remove all its customers from a hotel in Egypt as a precaution after the death of a British couple https://t.co/F97jQaYIjq,@BBCBreaking
-0.5106,Thu Aug 23 13:24:00 +0000 2018,0.202,0.798,0.0,UK mother Nazanin Zaghari-Ratcliffe gets three days temporary release from prison in Iran https://t.co/ROTDgakNkz,@BBCBreaking
-0.8689,Thu Aug 23 10:45:39 +0000 2018,0.341,0.659,0.0,"Paris incident that saw two people killed, before knifeman was shot dead by police, was ""family quarrel"" - interior… https://t.co/FwNBDRbRCC",@BBCBreaking
-0.8316,Thu Aug 23 09:53:52 +0000 2018,0.342,0.658,0.0,"Knifeman in Paris kills two and injures others, before being shot dead by police - reports 

https://t.co/JSfD9p1RI7 #Trappes",@BBCBreaking
0.1027,Thu Aug 23 02:20:15 +0000 2018,0.133,0.663,0.204,Australia's parliament is adjourned as PM Malcolm Turnbull battles a leadership challenge within his own party https://t.co/WzMWrQXTmq,@BBCBreaking
-0.743,Tue Aug 21 21:13:54 +0000 2018,0.259,0.741,0.0,"Trump's former lawyer Michael Cohen pleads guilty to violating campaign finance laws, says he did so at direction o… https://t.co/7uhG4OgWCN",@BBCBreaking
-0.8689,Tue Aug 21 20:42:50 +0000 2018,0.408,0.496,0.096,"Ex-Trump campaign chief Paul Manafort guilty of tax fraud charges, jury fails to reach verdict on 10 other counts https://t.co/MGE9MXVJHP",@BBCBreaking
0.0,Tue Aug 21 18:06:27 +0000 2018,0.0,1.0,0.0,Former Trump lawyer Michael Cohen has entered into a plea deal with US federal prosecutors in New York - US media https://t.co/rsFDlL3y0e,@BBCBreaking
0.1779,Tue Aug 21 17:29:32 +0000 2018,0.109,0.746,0.144,"Oscar-winning Danny Boyle will no longer direct 25th Bond film due to ""creative differences"", producers say https://t.co/aDCEisxObU",@BBCBreaking
-0.3612,Tue Aug 21 11:32:11 +0000 2018,0.123,0.822,0.055,Some 18 members of UK's Windrush generation who could have been wrongfully removed or detained to get formal apology https://t.co/IzAdAWOI6B,@BBCBreaking
0.0,Tue Aug 21 11:02:33 +0000 2018,0.0,1.0,0.0,"""My involvement in the events around Hillsborough has often been misrepresented""

Sir Norman Bettison says he's bee… https://t.co/bmngLKJhsZ",@BBCBreaking
-0.891,Tue Aug 21 09:47:46 +0000 2018,0.472,0.528,0.0,"Charges are dropped against ex-police chief Sir Norman Bettison, accused of blaming fans for Hillsborough disaster https://t.co/EfY2DZyaVP",@BBCBreaking
0.8885,Sat Aug 18 09:37:01 +0000 2018,0.0,0.604,0.396,"Kofi Annan, the former UN secretary-general who won the Nobel Peace Prize for humanitarian work, dies aged 80 https://t.co/lNj6TEmNPo",@BBCBreaking
-0.8402,Fri Aug 17 14:04:14 +0000 2018,0.32,0.68,0.0,"At least 324 people die in monsoon floods in India's southern state of Kerala, the worst in a century… https://t.co/hC2AGYrMNB",@BBCBreaking
0.0,Fri Aug 17 12:57:57 +0000 2018,0.0,1.0,0.0,Former cricket star Imran Khan elected as prime minister of Pakistan in a vote at the National Assembly… https://t.co/oicoE4TKNT,@BBCBreaking
0.0,Thu Aug 16 14:42:45 +0000 2018,0.0,1.0,0.0,Aretha Franklin: The 'Queen of Soul' in her own words https://t.co/MxfBq9n0Id https://t.co/rT4RAMHHti,@BBCBreaking
0.5719,Thu Aug 16 14:21:20 +0000 2018,0.0,0.748,0.252,Aretha Franklin: Celebrating the life of the 'Queen of Soul' https://t.co/6EH1t1As1N https://t.co/NTX2mg6IGw,@BBCBreaking
0.8442,Thu Aug 16 14:07:50 +0000 2018,0.0,0.598,0.402,"'Queen of Soul' Aretha Franklin, whose stunning voice graced hits like Respect and I Say A Little Prayer, dies aged… https://t.co/OJ5yn1WInk",@BBCBreaking
0.0,Thu Aug 16 12:13:20 +0000 2018,0.0,1.0,0.0,Three-time Indian Prime Minister AB Vajpayee dies aged 93 https://t.co/fCCnzRBUvI,@BBCBreaking
0.0,Thu Aug 16 08:31:49 +0000 2018,0.0,1.0,0.0,More than one in four A-levels were graded A or A* this year - the highest proportion for six years https://t.co/QX6Vjsfr7w,@BBCBreaking
0.0516,Wed Aug 15 18:54:35 +0000 2018,0.112,0.765,0.122,"President Trump revokes the security clearance of ex-CIA director John Brennan, one of his frequent critics https://t.co/xXNyrXhLOu",@BBCBreaking
0.0,Wed Aug 15 13:33:39 +0000 2018,0.0,1.0,0.0,"Sir Cliff Richard ""welcomes"" decision by BBC not to appeal against ruling over its coverage of a police raid on his… https://t.co/X8abVJtsfK",@BBCBreaking
0.0,Wed Aug 15 13:02:06 +0000 2018,0.0,1.0,0.0,The BBC will not appeal against a ruling over its coverage of a police raid at Sir Cliff Richard's home in 2014 https://t.co/b4jzZf92ah,@BBCBreaking
0.3182,Wed Aug 15 08:32:42 +0000 2018,0.0,0.874,0.126,"UK inflation rate picks up to 2.5% in July, first increase since November, official figures show https://t.co/SMASwGV8wE",@BBCBreaking
-0.8271,Tue Aug 14 13:32:19 +0000 2018,0.339,0.661,0.0,"At least 22 people killed after collapse of motorway bridge in Genoa, Italian minister says

Latest:… https://t.co/sjLkK7wkXs",@BBCBreaking
-0.069,Tue Aug 14 11:46:23 +0000 2018,0.145,0.725,0.13,England cricketer Ben Stokes found not guilty of affray after fight outside Bristol nightclub https://t.co/0wyhalCFaf,@BBCBreaking
-0.5719,Tue Aug 14 11:38:32 +0000 2018,0.239,0.761,0.0,"Genoa motorway bridge collapse likely to be ""immense tragedy"", Italian transport minister says, with unconfirmed re… https://t.co/1SveRUzb1Z",@BBCBreaking
-0.8481,Tue Aug 14 10:54:15 +0000 2018,0.452,0.442,0.105,"#Westminster car attack: No other suspects identified and ""no intelligence at this time"" of further danger to Londo… https://t.co/lJl8nQBQW9",@BBCBreaking
0.0,Tue Aug 14 10:07:42 +0000 2018,0.0,1.0,0.0,"Rooftop camera shows moment car crashes into barriers outside Parliament

https://t.co/CprbiGZgrg #Westminster https://t.co/0noYclQNaR",@BBCBreaking
-0.8481,Tue Aug 14 09:36:07 +0000 2018,0.479,0.521,0.0,"#Westminster car crash is being treated as terror attack, London police say

https://t.co/CprbiGZgrg",@BBCBreaking
-0.6705,Tue Aug 14 08:37:59 +0000 2018,0.216,0.784,0.0,"UK unemployment fell by 65,000 to 1.36 million in three months to June - lowest for more than 40 years, figures show https://t.co/zfUxeY4uEa",@BBCBreaking
-0.4215,Tue Aug 14 08:24:27 +0000 2018,0.168,0.761,0.071,"London #Westminster incident update:

- Man arrested after car crashes into barriers outside Parliament
- Number of… https://t.co/gKtsnfyf54",@BBCBreaking
0.0,Tue Aug 14 07:19:06 +0000 2018,0.132,0.686,0.181,"A number of pedestrians have been injured after car crashed into security barriers outside Parliament, London polic… https://t.co/y0FUgD2jL6",@BBCBreaking
-0.1779,Tue Aug 14 07:04:16 +0000 2018,0.188,0.667,0.145,Man arrested after car crashes into security barriers outside Houses of Parliament https://t.co/TNPrEKUPHM,@BBCBreaking
-0.5719,Mon Aug 13 14:30:12 +0000 2018,0.207,0.793,0.0,"Dr Hadiza Bawa-Garba's case has exposed a ""raft of concerns"" around the role of criminal law in medicine, chief exe… https://t.co/XWrdrwypUJ",@BBCBreaking
-0.7096,Mon Aug 13 14:10:12 +0000 2018,0.258,0.742,0.0,"Doctor struck off over death of six-year-old Jack Adcock will be allowed to practise medicine again, UK court rules",@BBCBreaking
0.0,Sun Aug 12 07:37:03 +0000 2018,0.0,1.0,0.0,Lift off! Nasa launches the Parker Solar Probe on its mission to 'touch' the Sun https://t.co/dPxdBaG0Ic https://t.co/2Oo5TGLNFw,@BBCBreaking
-0.93,Sat Aug 11 16:36:19 +0000 2018,0.463,0.537,0.0,Two men arrested in the murder investigation of a seven-year-old boy who died in a house fire in London on Tuesday https://t.co/7mrVvlJG07,@BBCBreaking
0.0,Sat Aug 11 04:36:40 +0000 2018,0.0,1.0,0.0,All flights at Seattle airport are grounded after a passenger plane reportedly took off without permission https://t.co/Wv6BwdzAPI,@BBCBreaking
-0.7717,Fri Aug 10 13:21:18 +0000 2018,0.379,0.621,0.0,"Canada shooting: Suspect in custody after four killed in Fredericton, New Brunswick https://t.co/3uzkeWvgQY",@BBCBreaking
-0.5994,Fri Aug 10 11:41:18 +0000 2018,0.196,0.804,0.0,"""Multiple fatalities"" in shooting in eastern Canada, police say - Fredericton residents told to stay in homes https://t.co/8EIpgxp8aI",@BBCBreaking
-0.25,Fri Aug 10 09:05:48 +0000 2018,0.136,0.777,0.087,Mike Ashley's Sports Direct agrees to buy struggling UK department store chain House of Fraser for £90m https://t.co/DZWM5fuT5o,@BBCBreaking
0.3818,Fri Aug 10 08:33:11 +0000 2018,0.0,0.809,0.191,UK economic growth picks up to 0.4% between April and June https://t.co/1oMJQ64NqP,@BBCBreaking
-0.7351,Fri Aug 10 06:23:14 +0000 2018,0.281,0.67,0.049,Struggling department store House of Fraser calls in administrators as investors and creditors fail to reach a deal https://t.co/uyQzu8AM3B,@BBCBreaking
-0.296,Thu Aug 09 14:49:08 +0000 2018,0.095,0.905,0.0,"UK TV presenter Ant McPartlin to take break until 2019, missing next series of I'm A Celebrity &amp; Ant and Dec's Satu… https://t.co/lrEtx3xTN2",@BBCBreaking
0.0,Thu Aug 09 11:12:31 +0000 2018,0.121,0.759,0.121,Ex-UK foreign secretary Boris Johnson to be investigated by panel after complaints to Tory party over burka comments https://t.co/r027nO6hZr,@BBCBreaking
0.0,Thu Aug 09 11:01:16 +0000 2018,0.0,1.0,0.0,"Two Roman Catholic schools in England ""prioritised monks and reputation over protection of children"", report says https://t.co/th3Y5wCXrV",@BBCBreaking
-0.296,Thu Aug 09 06:21:14 +0000 2018,0.189,0.672,0.139,"Indonesian island of Lombok hit by strong magnitude 5.9 earthquake, following Sunday's tremor which killed at least… https://t.co/eKSIBdDjJr",@BBCBreaking
0.0,Thu Aug 09 05:59:55 +0000 2018,0.0,1.0,0.0,Argentina senators vote against legalising abortion in first 14 weeks of pregnancy https://t.co/iAP3d97c3F,@BBCBreaking
-0.4588,Wed Aug 08 19:19:28 +0000 2018,0.215,0.691,0.093,"US to impose fresh sanctions on Russia over nerve agent attack on ex-spy Sergei Skripal in UK, officials say https://t.co/y6wsQhXu5S",@BBCBreaking
0.7284,Tue Aug 07 19:56:27 +0000 2018,0.0,0.779,0.221,"RT @BBCSport: WOW! What a night for British sprinting. Zharnel Hughes takes the Men's 100m title!

Live: https://t.co/dLJlihtVeW
#EC2018 #b…",@BBCBreaking
0.636,Tue Aug 07 19:36:07 +0000 2018,0.0,0.811,0.189,"RT @BBCSport: British record 🎉

The joint-fastest time in the world this year 🔥 

European Champion 🥇

Dina Asher-Smith was FLYING! 🚀 

Liv…",@BBCBreaking
-0.9393,Tue Aug 07 15:38:00 +0000 2018,0.493,0.507,0.0,"Death of seven-year-old London boy who died in ""suspicious"" house fire is being treated as murder, police say https://t.co/f1qz17dnbv",@BBCBreaking
-0.6597,Tue Aug 07 10:49:22 +0000 2018,0.265,0.735,0.0,Six men found guilty of trying to smuggle Albanian migrants in a boat across the English Channel https://t.co/6wqOSdLHTQ,@BBCBreaking
0.0,Tue Aug 07 09:46:29 +0000 2018,0.0,1.0,0.0,Iran sanctions: Trump says anyone doing business with Iran will not be doing business with US https://t.co/UErnD5DT8u,@BBCBreaking
0.0,Tue Aug 07 07:58:19 +0000 2018,0.0,1.0,0.0,German court gives long jail terms to couple who sold their son on dark net to paedophiles https://t.co/i3gJwqv9Nn,@BBCBreaking
-0.8625,Sun Aug 05 21:53:34 +0000 2018,0.35,0.65,0.0,"Police investigating death of 28-year-old midwife Samantha Eastwood charge man, aged 32, from Stoke with her murder https://t.co/MqP6T7SAch",@BBCBreaking
-0.6705,Sun Aug 05 21:33:30 +0000 2018,0.184,0.816,0.0,"At least 82 people have been killed in the quake that hit the Indonesian tourist island of Lombok, officials say https://t.co/PjRjNv2RNn",@BBCBreaking
-0.5574,Sun Aug 05 17:17:48 +0000 2018,0.285,0.579,0.136,"A strong earthquake that hit Indonesia's Lombok island left at least 22 people dead, emergency officials say https://t.co/1JK1jeCTWH",@BBCBreaking
0.5106,Sun Aug 05 07:44:20 +0000 2018,0.141,0.549,0.31,"Barry Chuckle, half of the comedy duo the Chuckle Brothers, has died aged 73, his manager says https://t.co/4PtYpDUnIo",@BBCBreaking
0.1779,Sat Aug 04 23:14:15 +0000 2018,0.0,0.914,0.086,"Officials say explosive drones went off while President Nicolás Maduro was giving a live speech, but he is unharmed https://t.co/rtmXqYmli2",@BBCBreaking
-0.5574,Sat Aug 04 15:31:12 +0000 2018,0.261,0.739,0.0,UK police searching for missing midwife Samantha Eastwood find a body and arrest three men https://t.co/FoCRtnXlA9,@BBCBreaking
-0.8658,Fri Aug 03 14:51:42 +0000 2018,0.363,0.637,0.0,Youngest woman to be convicted of plotting terror attack on British soil jailed for life with 13-year minimum term https://t.co/xpdOWvnVCU,@BBCBreaking
-0.4404,Thu Aug 02 22:46:41 +0000 2018,0.208,0.676,0.116,Emmerson Mnangagwa declared winner of Zimbabwe’s presidential poll but his opponent Nelson Chamisa rejects result https://t.co/SdV49edI26,@BBCBreaking
0.34,Thu Aug 02 15:55:28 +0000 2018,0.0,0.87,0.13,"Apple has just become the first US company to hit a value of $1 trillion (that's $1,000,000,000,000) https://t.co/iA1JF5IwyQ",@BBCBreaking
0.4588,Thu Aug 02 11:01:13 +0000 2018,0.0,0.8,0.2,UK interest rate rises to 0.75% - the highest level since March 2009 https://t.co/GsZXj6uOHQ,@BBCBreaking
-0.2023,Thu Aug 02 08:30:03 +0000 2018,0.154,0.726,0.12,"Hosepipe ban for north-west England called off by supplier United Utilities, days before it was due to start https://t.co/6MYRBjgRV3",@BBCBreaking
0.0,Wed Aug 01 16:05:18 +0000 2018,0.0,1.0,0.0,"RT @BBCSport: The FA is considering putting England forward as a potential host for the 2030 World Cup.
https://t.co/tdHuLU90r4 https://t.c…",@BBCBreaking
0.4767,Wed Aug 01 09:41:30 +0000 2018,0.148,0.506,0.346,Former EDL leader Tommy Robinson freed on bail after winning legal challenge against contempt of court finding https://t.co/YekFys62a7,@BBCBreaking
0.0,Tue Jul 31 21:41:13 +0000 2018,0.0,1.0,0.0,"Plane with at least 80 on board crashes in Mexican city of Durango, local media report https://t.co/BrNF7LDkq8",@BBCBreaking
-0.7783,Tue Jul 31 15:49:55 +0000 2018,0.274,0.726,0.0,"UK man jailed for 17 years for manslaughter, after woman was splashed with acid and died 11 days later https://t.co/C23RYKyjo6",@BBCBreaking
-0.2192,Mon Jul 30 09:16:49 +0000 2018,0.214,0.608,0.178,"Doctors and families can agree to allow people in long-term vegetative states to die without legal application, UK… https://t.co/nau6IaaFAe",@BBCBreaking
0.6239,Sun Jul 29 17:12:57 +0000 2018,0.0,0.83,0.17,"RT @BBCSport: Geraint Thomas has done it! 👏🏴󠁧󠁢󠁷󠁬󠁳󠁿

He's become the first ever Welshman to win the Tour de France 👉 https://t.co/ZtkRdPtGio…",@BBCBreaking
0.765,Sun Jul 29 14:58:52 +0000 2018,0.0,0.769,0.231,"RT @BBCSport: Lewis Hamilton has won the #HungarianGP for the sixth time. 

His lead in the championship is up to 24 points.

Reaction: htt…",@BBCBreaking
-0.8658,Fri Jul 27 05:53:04 +0000 2018,0.447,0.553,0.0,Five dead and five injured after car and minibus crash on A96 in Moray https://t.co/1jBgjqgX7P,@BBCBreaking
-0.8555,Fri Jul 27 01:59:48 +0000 2018,0.344,0.656,0.0,"North Korea has returned the remains of US troops killed during the Korean War, White House confirms https://t.co/rpsPNChksr",@BBCBreaking
0.0,Thu Jul 26 23:04:29 +0000 2018,0.0,1.0,0.0,"More than 1,800 migrant children in US reunited with family members by a court-ordered deadline, government says https://t.co/pzjlsaBOrN",@BBCBreaking
-0.3182,Thu Jul 26 12:17:23 +0000 2018,0.126,0.874,0.0,Former cricketer Imran Khan claims victory in Pakistan's election amid accusations of vote rigging by rivals https://t.co/r8z5wnYu7z,@BBCBreaking
0.2263,Thu Jul 26 09:56:02 +0000 2018,0.065,0.783,0.152,"BBC agrees to pay Sir Cliff Richard £850,000 within 14 days to cover his legal costs after privacy ruling https://t.co/lP9aHPHNZO",@BBCBreaking
0.0,Thu Jul 26 06:41:03 +0000 2018,0.0,1.0,0.0,"Explosion reported close to the US embassy in Beijing, according to multiple eyewitness reports on social media https://t.co/f2RzOOnzre",@BBCBreaking
0.0,Wed Jul 25 23:49:08 +0000 2018,0.0,1.0,0.0,Conservatives in US Congress start impeachment process in effort to oust Deputy Attorney General Rod Rosenstein https://t.co/hbPIHoRp08,@BBCBreaking
0.0,Wed Jul 25 14:22:52 +0000 2018,0.0,1.0,0.0,"Scientists believe they've found liquid water on Mars for the first time, a potential game-changer in the search fo… https://t.co/W8UcZKBCjA",@BBCBreaking
-0.4767,Wed Jul 25 10:21:24 +0000 2018,0.207,0.717,0.076,Can you own a shape? Kit Kat loses its 16-year battle to trademark a four-fingered wafer bar at top EU court https://t.co/CI8XIU4wxz,@BBCBreaking
-0.9531,Wed Jul 25 06:06:04 +0000 2018,0.503,0.497,0.0,Suicide attacks in southern Syria kill at least 38 people - Islamic State group says it was behind the violence https://t.co/iWxeypEWIL,@BBCBreaking
-0.5859,Tue Jul 24 14:53:07 +0000 2018,0.246,0.654,0.1,DUP MP Ian Paisley suspended from Commons after he failed to declare holidays paid for by Sri Lankan government https://t.co/b3aKthkEfy,@BBCBreaking
-0.7845,Tue Jul 24 14:46:27 +0000 2018,0.315,0.685,0.0,"At least 74 people killed in wildfires close to Athens, Greek fire brigade official says

https://t.co/hXxldenh2P https://t.co/pv1gvtIsfl",@BBCBreaking
0.0,Tue Jul 24 11:41:03 +0000 2018,0.0,1.0,0.0,"Israel shoots down Syrian warplane flying over its airspace in southern Golan, Israeli army says https://t.co/1q1iAVx4Wt",@BBCBreaking
-0.6369,Tue Jul 24 11:31:53 +0000 2018,0.257,0.743,0.0,Greek PM Alexis Tsipras declares three-day period of mourning for victims of deadly wildfires in Greece… https://t.co/u28o5XTA4s,@BBCBreaking
-0.6705,Tue Jul 24 10:54:27 +0000 2018,0.209,0.791,0.0,"At least 60 people killed in Greece wildfires in the Attica region around Athens, local official says… https://t.co/nsLJ8RKq84",@BBCBreaking
-0.4926,Tue Jul 24 10:28:15 +0000 2018,0.181,0.819,0.0,"RT @BBCSport: Race stopped!

The 16th stage of the #TDF2018 has been put on pause due to a protest.

Live: https://t.co/6AsDSFzMjQ https://…",@BBCBreaking
-0.8126,Tue Jul 24 08:08:46 +0000 2018,0.378,0.565,0.057,"Hundreds missing and an unknown number dead after dam collapses in Laos, state news agency reports https://t.co/ET8e1BBRUI",@BBCBreaking
-0.8709,Tue Jul 24 06:55:17 +0000 2018,0.395,0.513,0.092,"Greece wildfires:

- at least 50 killed
- more than 100 injured
- Greece issues appeal for help
- worst recorded wi… https://t.co/cQYljPSLMd",@BBCBreaking
-0.8555,Tue Jul 24 06:16:46 +0000 2018,0.375,0.625,0.0,At least 50 people now reported dead in Greece's worst wildfires in more than a decade https://t.co/0NvP8xdqDA,@BBCBreaking
-0.7964,Mon Jul 23 05:44:30 +0000 2018,0.367,0.633,0.0,Three men arrested in London over suspected acid attack on three-year-old boy in Worcester on Saturday https://t.co/1lyDT0owWH,@BBCBreaking
-0.8126,Sun Jul 22 10:24:38 +0000 2018,0.461,0.539,0.0,"Three-year-old boy seriously injured in suspected ""deliberate"" acid attack in Worcester, England, police say https://t.co/UIMDWhVvOw",@BBCBreaking
-0.5574,Fri Jul 20 21:11:50 +0000 2018,0.141,0.859,0.0,"Nine of the 17 people who died when a tour boat sank in a Missouri lake were from the same family, the governor of… https://t.co/eiWoSusxIl",@BBCBreaking
-0.6908,Fri Jul 20 16:36:21 +0000 2018,0.263,0.737,0.0,"Novichok victim Charlie Rowley released from UK hospital, days after partner died following exposure to nerve agent https://t.co/0yVOwGyNys",@BBCBreaking
0.0,Fri Aug 24 19:30:14 +0000 2018,0.0,1.0,0.0,WHALE CAM: New underwater footage offers an intimate look at the life of humpback whales -- and you're going to wan… https://t.co/TohvOm2K2H,@CBSNews
-0.2263,Fri Aug 24 19:19:54 +0000 2018,0.187,0.7,0.113,"""Not a good time"" for maternity leave: Woman says she was fired over text message after telling manager she was pre… https://t.co/S41kn5TLiP",@CBSNews
0.0,Fri Aug 24 19:05:00 +0000 2018,0.0,1.0,0.0,"Serena Williams won't be allowed to wear her skin-tight, ""Black Panther-inspired"" black catsuit at the French Open… https://t.co/DP91GAMJPq",@CBSNews
0.0,Fri Aug 24 18:49:33 +0000 2018,0.0,1.0,0.0,Hundreds of tourists were evacuated from a hotel in Egypt after the deaths of two British tourists and reports of s… https://t.co/rRzo00ocwJ,@CBSNews
0.0,Fri Aug 24 18:30:02 +0000 2018,0.0,1.0,0.0,UP TO SPEED: Verizon says it has removed speed cap restrictions for first responders on the West Coast — after thei… https://t.co/8UnY1mLRtZ,@CBSNews
-0.25,Fri Aug 24 18:14:45 +0000 2018,0.111,0.889,0.0,Italian migrants stranded on a coast guard ship are hunger striking to send a message to their government… https://t.co/2qxk3R7kPg,@CBSNews
-0.5267,Fri Aug 24 17:59:56 +0000 2018,0.145,0.855,0.0,"TAKE MY WIFE: GOP Rep. Duncan Hunter, who was indicted for campaign violations, points the finger at his wife. ""Wha… https://t.co/J6ARKYnRaB",@CBSNews
